Rank,Title,Username,Rating,Score,Performance,Team
975,,PUNTE,1454,2,1510,
976,,Bishop_Smishop,1225,2,1506,
977,,LokisCharredFace,1462,2,1505,
978,,joaquinoguz,1417,2,1504,
979,,AEvangelista,1611,2,1503,
980,,TomPoison,1473,2,1502,
981,,KaanSungu,1436,2,1500,
982,,Mehmetkaratas7,1384,2,1499,
983,,igor2022,1426,2,1497,
984,,Ricar123,1711,2,1493,
985,,sitoizm,1726,2,1492,
986,,DevanGuy,1345,2,1491,
987,,Guillerabad,1636,2,1489,
988,,Cesy2424,1657,2,1485,
989,,AUS113,1502,2,1485,
990,,IamR00T,1437,2,1482,
991,,rathm2877,1478,2,1477,
992,,quatorze,1572,2,1471,
993,,alifarsian,1427,2,1469,
994,,AdenAgus1922,1564,2,1465,
995,,Toto-Medin-Salomon,1880,2,1462,
996,,Omaralaa122,1733,2,1459,
997,,natxus,1671,2,1459,
998,,Facon0622,1369,2,1441,
999,,Daniel_85,1311,2,1439,
1000,,Bopson_1,1506,2,1438,
1001,,Deger_y,1335,2,1437,
1002,,thimote,1491,2,1436,
1003,,mariakokopolis,1439,2,1433,
1004,,tomyshelbi,1458,2,1427,
1005,,Fistosfx,1525,2,1427,
1006,,chhapolia,1710,2,1406,
1007,,Spidermanto,1677,2,1395,
1008,,mobiin1400,1039,2,1395,
1009,,Immortal_guard,1148,2,1380,
1010,,dewontheleaves,1411,2,1376,
1011,,Dogan_Kati,1476,2,1374,
1012,,Mohammedmousa2022,1621,2,1373,
1013,,G75l3s,1178,2,1369,
1014,,youwin123ilose456,1567,2,1366,
1015,,OspoTrieste,1512,2,1366,
1016,,Aleksei197818,1491,2,1361,
1017,,TroyGriff,1633,2,1354,
1018,,nilsonbaez,1746,2,1350,
1019,,YJ03,1469,2,1347,
1020,,andolo,1782,2,1344,
1021,,eljokr94,1325,2,1334,
1022,,Jamesp07,1532,2,1326,
1023,,ozgurh,918,2,1325,
1024,,Thamsanqa1,1275,2,1325,
1025,,Mityanin_Volodya,1321,2,1310,
1026,,Eltor98,1411,2,1306,
1027,,Sahliyar,1376,2,1297,
1028,,DevilInHome,1592,2,1296,
1029,,chess-60,1092,2,1278,
1030,,Mectz,916,2,1273,
1031,,AMRO444,1389,2,1242,
1032,,ElReyAcnologia,1912,2,1238,
1033,,Melina_Queen,1359,2,1233,
1034,,micdp,1426,2,1220,
1035,,HossamDeboo,1687,2,1208,
1036,,Riuk21,1133,2,1208,
1037,,tarrar31,1410,2,1198,
1038,,FranzKaiser310569,1238,2,1195,
1039,,Saidharshan,927,2,1177,
1040,,KelGobekliGozluklu,1446,2,1174,
1041,,ertothenoob,1454,2,1134,
1042,,Lymlym,1226,2,1125,
1043,,FakhryHassan,1353,2,1098,
1044,,terje5,936,2,944,
1045,,garyemperor1234,1773,1,2125,
1046,,fercareto,1982,1,2104,
1047,,JeremyIsFishing,1966,1,1994,
1048,,basmans41,1840,1,1993,
1049,,Ferjasali,2032,1,1934,
1050,,Ryowe25,1871,1,1849,
1051,,Matman08,1869,1,1848,
1052,,Nyekyoo,1358,1,1824,
1053,,hs5555,1940,1,1823,
1054,,teszub,1905,1,1781,
1055,,IvashovAnatoli,1588,1,1748,
1056,,z1z2z,1667,1,1719,
1057,,Ralph_McNaughton,1635,1,1659,
1058,,bellahasene,1367,1,1613,
1059,,mahyar_j,1320,1,1599,
1060,,IQof5,1449,1,1583,
1061,,Garnes26k,1984,1,1569,
1062,,nissfayabraham0,1695,1,1526,
1063,,Comisariopty,1311,1,1440,
1064,,servetkdd,1307,1,1416,
1065,,Josesevillano,1421,1,1374,
1066,,captcha2002,1760,1,1339,
1067,,Veysthe,1680,1,1315,
1068,,Daniel2011-9,1857,1,1274,
1069,,HowIMetYourQueen_556,1639,1,1246,
1070,,Ufokosm2,945,1,1179,
1071,,Aliya2013aa,1382,1,1156,
1072,,A4B7A8D1,1016,1,807,
1073,,pingopampa,2321,0,,
1074,,ajbaba,2318,0,,
1075,,alperpencil,2299,0,,
1076,,goldenboy91,2251,0,,
1077,,SpopovischRR,2241,0,,
1078,,samarverma,2217,0,,
1079,,jdschess,2192,0,,
1080,,xavier2017,2118,0,,
1081,,pumpkinrocket,2080,0,,
1082,,ggggggg98,2007,0,,
1083,,Signoretomato,1989,0,,
1084,,Wonder2kind,2073,0,1988,
1085,,disjoint,1971,0,,
1086,,nerceiram,1965,0,,
1087,,brocklesner_wwe,1951,0,,
1088,,XBS1973,1945,0,,
1089,,Humzah123,1941,0,,
1090,,Blitzkraigjt097,1937,0,,
1091,,WindCutter,1937,0,,
1092,,MbalenhleCindi,1931,0,,
1093,,halchal95,1930,0,,
1094,,Nikipiki61,2262,0,1924,
1095,,CeperaKupoB,1922,0,,
1096,,Geroldus,1917,0,,
1097,,Tidenhub,1914,0,,
1098,,Kalachik_Nikita,1906,0,,
1099,,A62746296PAUL,1905,0,,
1100,,Chamonixx,1894,0,,
1101,,vladilevi,2269,0,1889,
1102,,Pisttachieee,1720,0,1888,
1103,,MariusSerban,1868,0,,
1104,,gomige2000,1865,0,,
1105,,Canvargas5,1853,0,,
1106,,Gmbobyfichers12,1840,0,,
1107,,CrushBEE196,1828,0,,
1108,,lyyn_972,2079,0,1828,
1109,,hbence02,1637,0,1800,
1110,,leonelnc,1796,0,,
1111,,xxxhyperxxx,1787,0,,
1112,,YahyaKhan345,2144,0,1779,
1113,,Schiggy451,1765,0,,
1114,,b4Queen,1757,0,,
1115,,JUNCOPOWER,1746,0,,
1116,,Zero_tolerance,2494,0,1740,
1117,,alanmilitao,1734,0,,
1118,,Lemoulema2021,1765,0,1731,
1119,FM,Joejan,2315,0,1729,
1120,,barancev7,1728,0,,
1121,,Watch1970,1724,0,,
1122,,c32rr1,1718,0,,
1123,,Mimilianoss,1718,0,,
1124,,aledui,1910,0,1712,
1125,,edwarddavid918r,2066,0,1698,
1126,,crackofdoom,1888,0,1691,
1127,,Aghas66,2110,0,1689,
1128,,AKanakov,2281,0,1687,
1129,,Robertmau,2194,0,1682,
1130,,fulldroid17,1677,0,,
1131,,S_Bingol_79,1573,0,1664,
1132,,sayah,1661,0,,
1133,,FilinAndrei,1756,0,1659,
1134,,Leopaul,1656,0,,
1135,,bullregard,1946,0,1651,
1136,,RodrigodeJesusSantos,1650,0,,
1137,,Dimmu_Borgir_I,2198,0,1637,
1138,,aytekin29,1628,0,,
1139,,Alisa81,1623,0,,
1140,,PURYA,2016,0,1618,
1141,,WHohler,2105,0,1614,
1142,,Andrey_Viktorovich,2096,0,1611,
1143,,Nate-F,1598,0,,
1144,,andre002,1959,0,1597,
1145,,Flooki13,1775,0,1592,
1146,,Zakhrulloev,2086,0,1588,
1147,,Aradok,1931,0,1581,
1148,,refik59,1579,0,,
1149,,Nahuel_02,1577,0,,
1150,,Paiin_hacker,2069,0,1576,
1151,,Graf_Monte_Kristo05,2065,0,1573,
1152,,VijayalakshmiP,1576,0,1573,
1153,,PivasnuiHleb,1959,0,1573,
1154,,Vladimir193,1569,0,,
1155,,soake1,1214,0,1569,
1156,,Gren_Bear,2075,0,1567,
1157,,yuvalb144,2036,0,1561,
1158,,JordanLee,2075,0,1558,
1159,,Orshcho,2039,0,1550,
1160,,scangi,1541,0,1547,
1161,,shameonyoo,1545,0,,
1162,,Davood3535,2035,0,1543,
1163,,gelumen,1927,0,1542,
1164,,daoud48557,1542,0,,
1165,,Matlje,1722,0,1541,
1166,,Kadimich,1820,0,1541,
1167,,psudmant,1578,0,1539,
1168,,minasaad33,1632,0,1538,
1169,,Thomayo,2023,0,1537,
1170,,asssavvs,1918,0,1536,
1171,,ajedrezcosi,2043,0,1533,
1172,,BOHDAN2009,1530,0,,
1173,,zyuzin-andrej,1919,0,1527,
1174,,pmahcrtur,1970,0,1522,
1175,,AltunNurettin,1517,0,1521,
1176,,Vardanyan365,1517,0,,
1177,,KwaniniKesho,2017,0,1509,
1178,,DrStriderson,1984,0,1508,
1179,,dhananjayramani,1513,0,1503,
1180,,Tesfa,1652,0,1502,
1181,,edybos,1355,0,1502,
1182,,jdaradanas,1795,0,1500,
1183,,hakbou,1973,0,1498,
1184,,Henriksan,1966,0,1498,
1185,,some100gods,1489,0,,
1186,,mikhaild,2028,0,1488,
1187,,bbunburyzzz,1744,0,1485,
1188,,novice2023,1910,0,1485,
1189,,I_am_slightly_better,1999,0,1481,
1190,,Moh9983,1472,0,,
1191,,rafecas,1914,0,1470,
1192,,kalat1400,1952,0,1468,
1193,,BingalE13,1468,0,,
1194,,mehran113,1691,0,1468,
1195,,Dr-Mabuza,1981,0,1467,
1196,,BARON68,2031,0,1467,
1197,,FuseBuster5000,1996,0,1465,
1198,,Doubleforward,1967,0,1461,
1199,,karl_iam02,1948,0,1458,
1200,,smvit,1516,0,1458,
1201,,EKREM64400,1946,0,1458,
1202,,aeres,2020,0,1456,
1203,,MihailAlex,1450,0,,
1204,,AlixM,2090,0,1446,
1205,,maksim2021,1888,0,1443,
1206,,ahajihoseini,1442,0,,
1207,,pvapva,1999,0,1437,
1208,,movingbeforethinking,1874,0,1432,
1209,,albertomf,1908,0,1431,
1210,,SexyParachute,1298,0,1430,
1211,,aboslahadm,1883,0,1429,
1212,,gorkagoniba,1584,0,1428,
1213,,Tani888,1418,0,1426,
1214,,lorence_lorence,1844,0,1423,
1215,,Jessie-Cuza,1176,0,1417,
1216,,sametadmish,2101,0,1406,
1217,,Aaqilkip,1427,0,1405,
1218,,s_lukas,1943,0,1401,
1219,,Burak_Ege_Kaya,1855,0,1397,
1220,,ST4R3,1886,0,1393,
1221,,ecoanov,1876,0,1392,
1222,,Faigtahirou,1829,0,1391,
1223,,juNi2020,2008,0,1390,
1224,,sasquatch32,1816,0,1387,
1225,,MummiyTroll,1292,0,1383,
1226,,CHAKA9JA,1648,0,1380,
1227,,Luyanda5,1049,0,1378,
1228,,dinlereren,1848,0,1377,
1229,,mahermaher999,2005,0,1377,
1230,,jpjphys,1932,0,1377,
1231,,RomanGania,1982,0,1375,
1232,,ali_okkes,1476,0,1373,
1233,,Blackist,1530,0,1373,
1234,,hirudoid,1551,0,1372,
1235,,Bezaleel,1779,0,1371,
1236,,tommy-2010,1558,0,1368,
1237,,thorstylein,1492,0,1367,
1238,,Darkness_02,1835,0,1358,
1239,,fox_eg,2029,0,1357,
1240,,Jan227516,1596,0,1356,
1241,,Oreamn0s,1680,0,1352,
1242,,laura5246,1738,0,1348,
1243,,ancora,1946,0,1346,
1244,,dirtygamer7,1886,0,1345,
1245,,A_5_A,1763,0,1345,
1246,,juan71,1343,0,,
1247,,ARAS_1B,1342,0,,
1248,,hamidkamyabi,1844,0,1342,
1249,,Mattblackmatt2,1896,0,1342,
1250,,partoni,1839,0,1340,
1251,,joelkaka,1645,0,1340,
1252,,KroNos773,1830,0,1335,
1253,,Chess_Kong_Kostia,1838,0,1335,
1254,,alex11star,1877,0,1335,
1255,,Eduardorosa75,1451,0,1334,
1256,,leonid0712,1584,0,1334,
1257,,Sendros_ug,1832,0,1333,
1258,,flash-matias,1593,0,1329,
1259,,iboyldrm,1429,0,1327,
1260,,Abrahamhernandez,1823,0,1326,
1261,,Ishbulatov_R,1821,0,1325,
1262,,BARKIN4,1794,0,1324,
1263,,Grkarican,1813,0,1324,
1264,,POXER,1737,0,1322,
1265,,k21umut21,1584,0,1321,
1266,,L3-37,1959,0,1321,
1267,,lepilule,1835,0,1319,
1268,,Partiea3,1318,0,,
1269,,Jp_the-killer,1392,0,1316,
1270,,hangingrook222,1314,0,,
1271,,slamasalem,1639,0,1308,
1272,,kurukcuz,1549,0,1308,
1273,,Hak01_ke,1349,0,1302,
1274,,sakihromis,1789,0,1300,
1275,,byggemand_bob3,1748,0,1299,
1276,,pezhman1400,1802,0,1297,
1277,,orbitofrontal,1296,0,,
1278,,Bosikk-prohlad,1809,0,1292,
1279,,Poernama1998,1644,0,1290,
1280,,Patroclos1903,1772,0,1290,
1281,,emrhnklc,1780,0,1288,
1282,,imgomez,1883,0,1288,
1283,,Bitto007,1809,0,1286,
1284,,RetaRetajMo7,1599,0,1286,
1285,,FreshSilence,1437,0,1285,
1286,,YevheniiAndrus,1684,0,1281,
1287,,DimaBurenko13,1518,0,1279,
1288,,austinsicard97,1278,0,,
1289,,mdaCP,1325,0,1276,
1290,,miteran,1654,0,1270,
1291,,ABHISHEK_88,1783,0,1266,
1292,,iliekcomputers,1764,0,1264,
1293,,sektofWales,1788,0,1261,
1294,,fcojavierorihuela,1865,0,1257,
1295,,UWMargolis,1708,0,1256,
1296,,burakardageldicc,1212,0,1255,
1297,,ShrishK,1255,0,,
1298,,Guiyermo,1751,0,1254,
1299,,nikrizpesrev,1667,0,1254,
1300,,esmailtawfik13,1455,0,1248,
1301,,Iemmem,1581,0,1246,
1302,,Dionissis,1698,0,1242,
1303,,ANDRE_CHR71,1745,0,1239,
1304,,pepimo,1430,0,1238,
1305,,Renicko,1349,0,1238,
1306,,sevseal,1235,0,,
1307,,eee-eee,1322,0,1229,
1308,,Urlich,1842,0,1227,
1309,,ZB_UKRAINA2000,1545,0,1224,
1310,,M16_TABURASKERI,1753,0,1224,
1311,,Diego2905,1734,0,1223,
1312,,putak_313,1700,0,1221,
1313,,Bsipso40,1859,0,1220,
1314,,soun,1671,0,1217,
1315,,Stefanos5,1847,0,1216,
1316,,MaksMBW221,1737,0,1215,
1317,,BigRussianTyumenBoss,1737,0,1215,
1318,,carol1963,1670,0,1215,
1319,,LEGENDPHEDISO,1721,0,1210,
1320,,umutsaqi,1489,0,1210,
1321,,Jacomoto,1964,0,1209,
1322,,Renzo18653,1218,0,1207,
1323,,BoscoVIX,1630,0,1207,
1324,,Hiltisesi,1273,0,1203,
1325,,bodenino,1518,0,1201,
1326,,isaac2000,1699,0,1201,
1327,,A_Alshareef,1678,0,1198,
1328,,Nurasyl6,1699,0,1193,
1329,,Sjap,1789,0,1191,
1330,,Shashidhar02,1485,0,1189,
1331,,Liza8liza,1687,0,1187,
1332,,MiranshOFS02,1770,0,1179,
1333,,krrish93_na,1669,0,1176,
1334,,hamza222sarraj,1384,0,1175,
1335,,st33,1583,0,1174,
1336,,hosseinbaniali80,1297,0,1174,
1337,,Nikita797475,1777,0,1174,
1338,,balder2,1658,0,1171,
1339,,SaPaRbAeV_AyBeK,1769,0,1170,
1340,,Herr_Steppenwolf,1335,0,1168,
1341,,Ormilito_Ordizo,2124,0,1167,
1342,,Chessking140911,1547,0,1166,
1343,,tasbin,1164,0,,
1344,,Kacpi2013,1243,0,1164,
1345,,HillaryWiz,1425,0,1163,
1346,,feliks450,1278,0,1160,
1347,,Shano17,1322,0,1159,
1348,,Vik_M,1679,0,1156,
1349,,Jotiar,1598,0,1156,
1350,,FabrizioCabrera,1155,0,,
1351,,Cavallo3,1446,0,1152,
1352,,ANISslimani48,1719,0,1152,
1353,,Georgiy7551,1323,0,1146,
1354,,DuplicateRemnant47,1459,0,1146,
1355,,can-soydan,1653,0,1146,
1356,,Boyka97,1220,0,1144,
1357,,knights710,1409,0,1142,
1358,,Gio_GeoPWR,1637,0,1142,
1359,,IamJappe,1613,0,1140,
1360,,aliakbarjafari,1665,0,1139,
1361,,Kuveshan,1417,0,1139,
1362,,ISOLD5,1228,0,1139,
1363,,alexr514,1697,0,1137,
1364,,ElDicaz,1643,0,1130,
1365,,Sebastianzerda,1763,0,1123,
1366,,JamesFerguson,1687,0,1119,
1367,,jazzylarry66,1471,0,1119,
1368,,MASTER_XXX,1116,0,,
1369,,doshan,1790,0,1116,
1370,,Amir_Anwar,1790,0,1114,
1371,,nael79,1764,0,1112,
1372,,Samuelmc19,1610,0,1109,
1373,,abro-pnda,1762,0,1108,
1374,,posavskibregi1,1539,0,1106,
1375,,mads201c,1106,0,,
1376,,MedusaChaosEmpire,1551,0,1104,
1377,,gregor2366,1666,0,1103,
1378,,kilercig,1098,0,,
1379,,Magnus_carlsenz,1613,0,1098,
1380,,sayyildiz,1606,0,1098,
1381,,ladvasilis14,1578,0,1092,
1382,,Samuelsiuu,1420,0,1092,
1383,,papyboyington,1546,0,1086,
1384,,francismalek,1610,0,1084,
1385,,kingsman687,1649,0,1083,
1386,,NaamanTsur,1694,0,1080,
1387,,salomonrt,1523,0,1074,
1388,,Murali1206,1535,0,1069,
1389,,gclvtplchess,1576,0,1068,
1390,,freetochoose,1447,0,1063,
1391,,LeahDuRose,1599,0,1061,
1392,,queen_king123,1621,0,1053,
1393,,NACHO1960,1676,0,1051,
1394,,kareemeldeeb,1555,0,1044,
1395,,Chebyrator1,1181,0,1042,
1396,,forestclaud,1311,0,1040,
1397,,Mamaan44,1037,0,,
1398,,Mustafatahir38,1530,0,1034,
1399,,TenientePeon,1032,0,,
1400,,Bonddd,1509,0,1030,
1401,,Masiha9099,1367,0,1028,
1402,,gffcapivara,1404,0,1018,
1403,,Jishboy,922,0,1011,
1404,,Shubini52,1456,0,1011,
1405,,Lagutin_Ruslan_77,1476,0,1008,
1406,,MVPSHAHAS,1120,0,1005,
1407,,Santiago_Sanchez13,986,0,1004,
1408,,net9lev,2059,0,1004,
1409,,TheBabyYoda,1504,0,1003,
1410,,stalin17,1058,0,995,
1411,,rbf32rfzhbz9,1193,0,994,
1412,,IshtarImpact2012,1586,0,994,
1413,,Ufakalipsis,1584,0,992,
1414,,Alex19_x,1826,0,990,
1415,,Aniket_22,1377,0,978,
1416,,PebbleBike,1331,0,976,
1417,,sanaka44,1247,0,974,
1418,,Adrian2303,1458,0,973,
1419,,Juuansee,1875,0,971,
1420,,jar111980,1487,0,967,
1421,,Yurinn,1268,0,967,
1422,,maxiargentino,1570,0,967,
1423,,brorael357,1401,0,961,
1424,,pietrobrescia,1403,0,952,
1425,,parvinhamanaram,1594,0,943,
1426,,Azot34,1402,0,938,
1427,,snesh,1405,0,932,
1428,,DanaMaged,1039,0,931,
1429,,mozes123,1484,0,923,
1430,,moyinjude,1178,0,921,
1431,,Titanic-Jess,1466,0,920,
1432,,HamletIX,1450,0,914,
1433,,EleneN,1247,0,907,
1434,,Neclo,907,0,,
1435,,Andreisolodov,1575,0,906,
1436,,pasquariello,1273,0,900,
1437,,sidmo,1447,0,899,
1438,,Poyraz3334545,1372,0,897,
1439,,amuka,1321,0,883,
1440,,MOghareeb21,1292,0,872,
1441,,Agt99,1370,0,871,
1442,,Vequerre2,788,0,847,
1443,,bdnes,1539,0,845,
1444,,alex_cos,1666,0,837,
1445,,cenzo_groenez2,1438,0,830,
1446,,cheekychesschamp,728,0,826,
1447,,Sahabalabaev,1286,0,817,
1448,,nestchess,1006,0,815,
1449,,grown_man30,1370,0,812,
1450,,Siiam13,1480,0,785,
1451,,Fer-12,1447,0,677,
1452,,MChess_23,1206,0,654,
1453,,USA2me,1054,0,652,
1454,,anamis201281,1441,0,649,
1455,,Ayahuascafan,1311,0,596,
1456,,chmaltzy,983,0,587,
1457,,Princess-Elza,1107,0,583,
1458,,chessmaster2600,968,0,535,
1459,,Mehmetbulut34,1091,0,485,
1460,,Abdoabdoabdo88,1036,0,400,
